,Date,Time,Location,Turbidity,E_coli,Flow,Gage_height,Prcp,Awnd,Tavg,Tmax,Tmin,Wdf2,Prev_two_prcp,Prev_three_prcp,Prev_five_prcp,UV_Irradiance,Cloud_Cover,SinDOY
382,2023-07-10,16:00:00,Whites Creek,5.855,105.0,8.61,4.07,0.0,2.2,23.9,30.6,18.9,360.0,13.700000000000006,13.7,20.9,2.82,6.16,-0.07765149777217935
383,2023-07-18,09:00:00,Whites Creek,5.71,88.8,4.27,3.98,29.2,2.6,27.2,32.8,21.1,290.0,0.0,15.0,15.0,1.7,64.16,-0.21378059613171532
384,2023-07-25,08:00:00,Whites Creek,,111.2,11.4,4.11,0.0,2.5,26.6,33.9,21.1,270.0,0.5000000000000071,0.5,5.1,2.46,22.7,-0.32965945300086347
385,2023-08-01,09:00:00,Whites Creek,9.29,52.8,17.9,4.12,0.0,2.9,26.4,31.7,21.1,50.0,0.5000000000000071,28.7,29.0,2.81,15.17,-0.4407574054943112
386,2023-08-29,08:45:00,Whites Creek,6.535,98.7,5.87,3.96,0.0,3.3,26.6,31.7,21.1,360.0,0.0,0.8,0.8,2.34,29.47,-0.8066370859788208
387,2023-09-11,17:00:00,Whites Creek,9.645,28.8,4.27,3.92,0.0,1.5,24.6,32.2,17.8,320.0,0.0,0.0,17.5,1.98,35.05,-0.9176892678169845
388,2024-06-10,19:50:00,Whites Creek,,517.2,31.5,4.19,0.0,3.3,21.6,28.9,15.0,330.0,4.300000000000014,4.3,8.1,,,0.4091134183117827
389,2023-06-06,17:00:00,Cumberland River,8.15,275.5,6900,16.73,0.0,1.6,25.8,32.2,16.7,360.0,2.500000000000007,2.5,2.5,1.96,10.8,0.4860404158768522
390,2023-06-13,12:36:00,Cumberland River,,209.8,8350,17.20,0.0,2.5,19.7,26.7,12.2,250.0,9.900000000000007,9.9,9.9,2.28,25.39,0.3774618239750876
391,2023-06-20,12:36:00,Cumberland River,1.95,70.0,7000,17.43,8.6,2.9,22.8,28.9,21.1,10.0,22.90000000000001,22.9,22.9,1.75,84.78,0.26340907117949436
392,2023-06-27,09:00:00,Cumberland River,6.38,117.8,17400,18.39,0.0,2.6,26.4,31.7,19.4,290.0,0.0,0.0,0.8,2.54,12.98,0.1455362138198196
393,2023-07-18,09:00:00,Cumberland River,33.3,488.4,6120,16.91,29.2,2.6,27.2,32.8,21.1,290.0,0.0,15.0,15.0,1.7,64.16,-0.21378059613171532
394,2023-08-22,09:00:00,Cumberland River,6.03,145.5,13600,18.58,0.0,2.5,29.4,35.6,24.4,40.0,0.0,0.0,0.0,2.18,38.66,-0.7297393266588772
395,2023-08-29,09:15:00,Cumberland River,5.34,191.8,14000,18.59,0.0,3.3,26.6,31.7,21.1,360.0,0.0,0.8,0.8,2.34,29.47,-0.8066370859788208
396,2024-06-10,12:30:00,Cumberland River,,161.6,31800,21.44,0.0,3.3,21.6,28.9,15.0,330.0,4.300000000000014,4.3,8.1,,,0.4091134183117827
397,2024-06-17,12:45:00,Cumberland River,,517.2,14900,18.95,0.0,3.2,26.9,34.4,22.8,160.0,17.800000000000015,17.8,17.8,,,0.29645896101777086
398,2024-06-11,17:56:00,Stones River,,29.5,122,2.68,0.0,3.3,20.7,27.2,13.9,40.0,4.300000000000014,4.3,4.3,,,0.39334589958300126
399,2024-06-18,18:46:00,Stones River,,16.6,88.6,2.56,0.0,2.7,28.3,31.7,24.4,180.0,17.800000000000015,17.8,17.8,,,0.2799754974897706
